"pathway","pval","padj","log2err","ES","NES","size","Cell_Type","mission","comparison","leadingEdge_str","sheet"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.226365431015574,0.316911603421803,0.0425403500042,0.31809147874549,1.2167439848026,16,"PBMC Pseudobulk",NA,NA,"GAB2;NRIP1;CD44;FOS;IL6ST;RRP12;MED13L","I4-LP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.138468195586326,0.264348373392077,0.0551956030688697,0.390859734280436,1.34100962444522,12,"PBMC Pseudobulk",NA,NA,"NRIP1;CD44;S100A9;FOS;IL6ST","I4-LP1"
"HALLMARK_G2M_CHECKPOINT",0.0713664055700609,0.149869451697128,0.0784040413719235,0.414309484193012,1.51022975322971,14,"PBMC Pseudobulk",NA,NA,"TOP1;HIF1A;TRA2B;EZH2;YTHDC1;KIF20B;SFPQ;MAP3K20;MARCKS;AMD1;HNRNPU;TLE3;ARID4A;RPS6KA5","I4-LP1"
"HALLMARK_HEME_METABOLISM",0.343167028199566,0.400361532899494,0.0332858253362328,0.30857014824503,1.09333736468804,13,"PBMC Pseudobulk",NA,NA,"TOP1;FOXO3;ELL2;CAST;BNIP3L;RIOK3;USP15","I4-LP1"
"HALLMARK_HYPOXIA",0.190192180251822,0.285288270377734,0.047017692971269,0.306132370476819,1.27327063980954,20,"PBMC Pseudobulk",NA,NA,"KLF6;JUN;FOXO3;FOS;RBPJ;DUSP1;TNFAIP3;PPP1R15A;BNIP3L;ANXA2;ZFP36;KLHL24","I4-LP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.0129187650536457,0.06782351653164,0.18806904097585,0.488015824444014,1.82053670810854,15,"PBMC Pseudobulk",NA,NA,"AHR;KLF6;AHNAK;CD44;CD83;NFKBIZ;RHOH;SNX9","I4-LP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0520017406440383,0.121337394836089,0.0922972084621158,0.431546657109446,1.57306223086576,14,"PBMC Pseudobulk",NA,NA,"JUN;CD44;CSF3R;IRF1;GRB2;IL6ST;IFNGR2;TLR2","I4-LP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.000448623579194101,0.00471054758153806,0.49849310876659,0.465406130595543,2.18075254320632,29,"PBMC Pseudobulk",NA,NA,"NAMPT;AHR;NFKB1;NFKBIA;KLF6;HIF1A;CSF3R;IRF1;LYN;RIPK2;ATP2B1;IFNGR2;ABCA1;PTPRE;TLR2;GCH1","I4-LP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0313357731015554,0.119911012235818,0.122637391177921,0.350240279269273,1.64112015192495,29,"PBMC Pseudobulk",NA,NA,"NAMPT;NFKB1;PELI1;NFKBIA;HIF1A;IRF1;TNFAIP2;RIPK2","I4-LP1"
"HALLMARK_KRAS_SIGNALING_UP",0.773250502466654,0.773250502466654,0.0168448356136016,-0.197654941373534,-0.750815799163545,18,"PBMC Pseudobulk",NA,NA,"CXCR4;IL7R;ETS1;RABGAP1L;CCSER2;IKZF1;HDAC9;KLF4;PLAUR;EPB41L3;IL1B;DUSP6;ADAM17;LAPTM5;EVI5;PPP1R15A;TNFAIP3;CTSS","I4-LP1"
"HALLMARK_MTORC1_SIGNALING",0.315056570931245,0.38918752879742,0.0350682118590514,0.306801139084728,1.1183432343409,14,"PBMC Pseudobulk",NA,NA,"NAMPT;UBE2D3;RAB1A;ETF1;PPP1R15A;IFRD1","I4-LP1"
"HALLMARK_MYC_TARGETS_V1",0.00821917808219178,0.0575342465753425,0.215782858966574,-0.466482966236288,-1.83678934127458,20,"PBMC Pseudobulk",NA,NA,"RPS3;RPL18;RPL34;RPS6;RPS5;RPL14;RPL6;RPS2;EEF1B2;RPLP0;RACK1;PPIA;RPL22","I4-LP1"
"HALLMARK_P53_PATHWAY",0.729798438351189,0.766288360268749,0.0176017114876999,-0.196554421404358,-0.788928370945911,21,"PBMC Pseudobulk",NA,NA,"RPS12;RPL18;RPL36;PITPNC1;S100A4;CCND3;RACK1","I4-LP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",7.93860109074195e-07,1.66710622905581e-05,0.659444398037935,0.497434023245309,2.67332754772394,45,"PBMC Pseudobulk",NA,NA,"NAMPT;NFKB1;CCNL1;NFKBIA;KLF6;JUN;MCL1;NFAT5;CD44;SAT1;CD83;IRF1;TNFAIP2;RIPK2;FOS;ATP2B1;DUSP1;IL6ST;FOSB;IFNGR2;PLEK;ABCA1;TNFAIP3;PTPRE;PPP1R15A;TLR2;GCH1","I4-LP1"
"HALLMARK_UV_RESPONSE_DN",0.158351409978308,0.277114967462039,0.0514297351265247,0.369556758371123,1.30942741739,13,"PBMC Pseudobulk",NA,NA,"NFKB1;ATP2B1;PRDM2;DUSP1;YTHDC1","I4-LP1"
"HALLMARK_UV_RESPONSE_UP",0.182121414276184,0.285288270377734,0.0483195582060627,0.314030309703593,1.28044028476267,19,"PBMC Pseudobulk",NA,NA,"NFKBIA;DDX21;IRF1;LYN;FOS;IL6ST;FOSB;GCH1;SOD2;EIF5;DNAJA1;ICAM1;AMD1;HNRNPU;CHKA;SQSTM1","I4-LP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.336111712491881,0.336111712491881,0.0215013868754499,-0.380395877417148,-1.12202255213009,17,"B Cell",NA,NA,"RPL39;RPS3A;RPS19;RPL9;B2M;CD79A;RPS9;HLA-DRA","I4-LP3"
"HALLMARK_MYC_TARGETS_V1",0.0526087897813379,0.105217579562676,0.0638665387777927,-0.495894135443293,-1.46269830055563,17,"B Cell",NA,NA,"RPS3;RPL18;RPS5;RPS2;RPS6;RPL34;RPL14;RPL6;EEF1B2;RACK1;RPLP0;RPL22;RPS10;HNRNPC;PPIA","I4-LP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.154880645522806,0.154880645522806,0.0360343478517525,-0.47148430132317,-1.29667335154174,12,"CD4+ T Cell",NA,NA,"RPL39;RPS3A;RPS19;B2M;RPL9","I4-LP3"
"HALLMARK_MYC_TARGETS_V1",0.0726919758412425,0.145383951682485,0.0536865909405767,-0.485789484993477,-1.42160361194925,16,"CD4+ T Cell",NA,NA,"RPS3;RPL18;RPS6;RPS5;RPS2;RPL34;RPL14;RPL6;EEF1B2;RACK1;RPLP0;RPL22;HNRNPC;RPS10","I4-LP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.260270954950986,0.347027939934648,0.0259398581053639,-0.402472536780991,-1.18951239979448,15,"CD8+ T Cell",NA,NA,"RPL39;RPS19;RPS3A;B2M;RPL9;RPS9;CCL5;CD3D;GZMA","I4-LP3"
"HALLMARK_MYC_TARGETS_V1",0.0987185056472633,0.197437011294527,0.0456384520219657,-0.453380884694577,-1.37762228994909,17,"CD8+ T Cell",NA,NA,"RPS3;RPL18;RPS5;RPS6;RPS2;RPL34;RPL14;RPL6;EEF1B2;RACK1;RPL22;HNRNPC;RPLP0;RPS10;PPIA","I4-LP3"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.00485747500777772,0.0194299000311109,0.407017918923954,0.530973451327434,2.06963474512937,11,"CD8+ T Cell",NA,NA,"COX7A2;ATP5F1E;ATP5MG;ATP6V1G1;COX6A1;LDHB;COX6C;UQCRB;NDUFA4;COX7C;COX4I1","I4-LP3"
"HALLMARK_P53_PATHWAY",0.752348915439044,0.752348915439044,0.0106207360028581,-0.29032859627527,-0.778235097650265,10,"CD8+ T Cell",NA,NA,"RPS12;RPL18;RPL36;S100A4;RACK1","I4-LP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.538261997405966,0.540977756631379,0.0144865817958842,-0.287548475745993,-0.957235254791361,22,"Other T Cell",NA,NA,"B2M;RPL39;RPS19;GZMA;RPS3A;RPL9","I4-LP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.272639459067858,0.45439909844643,0.0267180296501239,-0.430091299500087,-1.18304042291035,10,"Other T Cell",NA,NA,"B2M;GZMA;CCL5;HLA-B;IFITM2;BTG1;HLA-A;CD69;PSME1","I4-LP3"
"HALLMARK_MYC_TARGETS_V1",0.0150401069518717,0.0376002673796791,0.123558344666082,-0.525962389954868,-1.6589316046541,17,"Other T Cell",NA,NA,"RPS3;RPS2;RPL18;RPS5;RPL14;RPL34;RPS6;RPL6;RPLP0;EEF1B2;RACK1;PPIA;HNRNPC;HSP90AB1;RPL22;RPS10","I4-LP3"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.0133643230679837,0.0376002673796791,0.303779434551183,0.491166077738516,1.84654208568616,10,"Other T Cell",NA,NA,"UQCRB;ATP5MG;ATP5F1E;COX7A2;ATP6V1G1;COX6C;COX6A1;NDUFA4;COX4I1;COX7C","I4-LP3"
"HALLMARK_P53_PATHWAY",0.540977756631379,0.540977756631379,0.0157977441278325,-0.336740452127285,-0.950369265807705,11,"Other T Cell",NA,NA,"RPS12;S100A4;RPL18","I4-LP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.0734072022160665,0.102770083102493,0.0735499839648035,-0.392719594554682,-1.51938763183765,15,"CD14+ Monocyte",NA,NA,"CTSS;B2M;RPS3A;RPL39;CD74;RPL9;RPS19;HLA-DRA;ITGB2;JAK2","I4-LP3"
"HALLMARK_COMPLEMENT",0.527788884446222,0.527788884446222,0.024091911219722,-0.283937474653722,-0.93521136908923,10,"CD14+ Monocyte",NA,NA,"CTSS;S100A9","I4-LP3"
"HALLMARK_IL2_STAT5_SIGNALING",0.00033312245546425,0.00129116204018768,0.49849310876659,0.680056106608585,2.32327019204206,10,"CD14+ Monocyte",NA,NA,"CD44;AHR;SLC2A3;CD83;KLF6;MAPKAPK2;BCL2;PRKCH","I4-LP3"
"HALLMARK_INFLAMMATORY_RESPONSE",0.00130457764694478,0.00304401450953781,0.45505986738723,0.528637255742694,2.11217863055907,15,"CD14+ Monocyte",NA,NA,"ATP2B1;AHR;NAMPT;KLF6;LYN;PIK3R5;PLAUR;CSF3R;NFKB1","I4-LP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0703946063850882,0.102770083102493,0.0752539051380473,-0.416924909970411,-1.52466845585205,13,"CD14+ Monocyte",NA,NA,"TXNIP;B2M;HLA-B;FGL2;HLA-DRB1;CD74;IFI30","I4-LP3"
"HALLMARK_P53_PATHWAY",0.393042782886845,0.458549913367986,0.0291689027518225,-0.322340585321378,-1.0617005750265,10,"CD14+ Monocyte",NA,NA,"TXNIP;S100A4;RPS12;IFI30","I4-LP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.000368903440053624,0.00129116204018768,0.49849310876659,0.576156503562277,2.36473979153746,16,"CD14+ Monocyte",NA,NA,"ATP2B1;CD44;NAMPT;SLC2A3;CD83;KLF6;FOSB;PLAUR;NFKB1;IRS2;RIPK2;NFAT5","I4-LP3"
